"'DateTime","'High","'Moderately High","'Normal","'Moderately Low","'Low","'Very Low","'2024/2025","'2025/2026"
"'2022-05-05 00:00:00",,,,,,,85.04227607045159,95.22047184602907
"'2022-05-12 00:00:00",,,,,,,84.9505493922249,94.34847520788362
"'2022-05-15 00:00:00",95.51,89.64,86.64000000000001,79.888,73.7,68.654
"'2022-05-19 00:00:00",,,,,,,84.7127406420368,93.92683845177356
"'2022-05-26 00:00:00",,,,,,,84.52797601244335,93.91194613539707
"'2022-06-02 00:00:00",,,,,,,84.23715436244964,93.75287621519118
"'2022-06-09 00:00:00",,,,,,,83.9697795250319,93.48881078141264
"'2022-06-15 00:00:00",95.6,89.0675,86.552,79.514,72.9,67.8
"'2022-06-16 00:00:00",,,,,,,83.7939128203175,93.21372440909974
"'2022-06-23 00:00:00",,,,,,,83.51276961492904,93.14725534921389
"'2022-06-30 00:00:00",,,,,,,83.41152059604234,93.27825778006454
"'2022-07-07 00:00:00",,,,,,,83.63309453592484,93.33723385057856
"'2022-07-14 00:00:00",,,,,,,83.37218240184029,93.22437069816553
"'2022-07-15 00:00:00",93.93,88.16,86.63,78.578,71.7,66.668
"'2022-07-21 00:00:00",,,,,,,82.95373016621323,92.97413607393582
"'2022-07-28 00:00:00",,,,,,,82.6036826793931,92.71993640949687
"'2022-08-04 00:00:00",,,,,,,82.12297619040186,92.47944267145053
"'2022-08-11 00:00:00",,,,,,,81.74717155261608,92.32037275124462
"'2022-08-15 00:00:00",93.6,86.69,85.068,77.38,70.13,65.344
"'2022-08-18 00:00:00",,,,,,,81.45944076073823,92.18281395469364
"'2022-08-25 00:00:00",,,,,,,81.18875651968128,91.93429647386165
"'2022-09-01 00:00:00",,,,,,,80.86946151007464,91.51344023747782
"'2022-09-08 00:00:00",,,,,,,80.45129026154905,90.9297988069912
"'2022-09-15 00:00:00",93.7,85.88250000000001,82.348,75.676,67.525,63.808,79.90514499871058,90.3571158734609
"'2022-09-22 00:00:00",,,,,,,79.20224015405587,89.90279095121628
"'2022-09-29 00:00:00",,,,,,,78.71032540179594,89.60806670259139
"'2022-10-06 00:00:00",,,,,,,78.88840878253285,89.33266812238799
"'2022-10-13 00:00:00",,,,,,,79.2665549794973,88.64396873675068
"'2022-10-15 00:00:00",90.99,84.33,79.704,72.88,64.37,61.232
"'2022-10-20 00:00:00",,,,,,,78.77414069461261,87.83940900295161
"'2022-10-27 00:00:00",,,,,,,78.31703712214261,87.56663296902836
"'2022-11-03 00:00:00",,,,,,,78.07882250169685,88.51252921485336
"'2022-11-10 00:00:00",,,,,,,77.98753291451686,92.68037966977147
"'2022-11-15 00:00:00",97.01,84.6475,78,72.8,62.385,58.688
"'2022-11-17 00:00:00",,,,,,,77.76327398677613,96.07873133699283
"'2022-11-24 00:00:00",,,,,,,77.70314274706728,94.80820132663376
"'2022-12-01 00:00:00",,,,,,,78.97926127866614,93.23701511773046
"'2022-12-08 00:00:00",,,,,,,81.96474923150028,91.92489901635783
"'2022-12-15 00:00:00",98.3,85.32,81.214,74.308,60.36,58.1,85.97902462508516,92.83567187450242
"'2022-12-22 00:00:00",,,,,,,89.96395247696375,94.50785733598003
"'2022-12-29 00:00:00",,,,,,,92.84553764384198,94.30336116770746
"'2023-01-05 00:00:00",,,,,,,93.51700315392411,94.38575283000843
"'2023-01-12 00:00:00",,,,,,,93.23529797433277,94.61753596791003
"'2023-01-15 00:00:00",97.4,87.1225,83.71,77.81800000000001,61.4175,58.400999999999996
"'2023-01-19 00:00:00",,,,,,,95.1111990843567,94.06093174074007
"'2023-01-26 00:00:00",,,,,,,94.99246642360242,93.21956269665195
"'2023-02-02 00:00:00",,,,,,,93.86676965364282,93.23180124595926
"'2023-02-09 00:00:00",,,,,,,93.86458419840937,94.88072721959517
"'2023-02-15 00:00:00",99.9,88.0275,86.17000000000002,81.926,64.3775,59.101
"'2023-02-16 00:00:00",,,,,,,93.31082106304291,97.96065805930327
"'2023-02-23 00:00:00",,,,,,,92.92899081297061,98.85051298878487
"'2023-03-02 00:00:00",,,,,,,92.7726995429901,96.19221890518685
"'2023-03-09 00:00:00",,,,,,,93.42121777312103,94.26595866242647
"'2023-03-15 00:00:00",96.67,90.5925,86.456,82.588,72.83,64.63
"'2023-03-16 00:00:00",,,,,,,94.44913103177839,93.6148178860154
"'2023-03-23 00:00:00",,,,,,,94.51175993461118,93.36742435358917
"'2023-03-30 00:00:00",,,,,,,94.36705157736792,93.71163355285711
"'2023-04-06 00:00:00",,,,,,,94.42293678976608,93.96786256858427
"'2023-04-13 00:00:00",,,,,,,95.62999493598802,93.97638584399472
"'2023-04-15 00:00:00",96.3,90.3025,87.404,80.924,74.3575,67.85799999999999
"'2023-04-20 00:00:00",,,,,,,96.48875395957658,93.62371581089444
"'2023-04-27 00:00:00",,,,,,,96.18872217681333,92.99814486071469
"'2023-05-04 00:00:00",,,,,,,95.35506466762035,92.58756026392807
"'2023-05-11 00:00:00",,,,,,,94.45965243768799,92.61569019486143
"'2023-05-15 00:00:00",96.3,89.8475,87.154,80.078,75.5225,68.881
"'2023-05-18 00:00:00",,,,,,,93.9191269168784,94.20757578690439
"'2023-05-25 00:00:00",,,,,,,93.92721310124216,95.02468627790124
"'2023-06-01 00:00:00",,,,,,,93.78556438132573,93.90220524921371
"'2023-06-08 00:00:00",,,,,,,93.53323796422973,94.70667132064563
"'2023-06-15 00:00:00",95.6,89.345,86.786,79.7,74.42750000000001,67.8,93.24619402971096,94.99093660493901
"'2023-06-22 00:00:00",,,,,,,93.12611887502756,95.10139575659522
"'2023-06-29 00:00:00",,,,,,,93.2627722686961,94.98107083559944
"'2023-07-06 00:00:00",,,,,,,93.33820169503907,94.83136715210831
"'2023-07-13 00:00:00",,,,,,,93.2606804758298,94.55347090878097
"'2023-07-15 00:00:00",95,88.73,86.756,79.138,72.5425,66.716
"'2023-07-20 00:00:00",,,,,,,93.00913457846003,94.27495024967266
"'2023-07-27 00:00:00",,,,,,,92.7579945513479,94.15912112229995
"'2023-08-03 00:00:00",,,,,,,92.50888387552398,94.0558739729141
"'2023-08-10 00:00:00",,,,,,,92.33414111921535,93.76939201259822
"'2023-08-15 00:00:00",94.16,87.8075,85.54,77.592,70.95750000000001,65.376
"'2023-08-17 00:00:00",,,,,,,92.21028824905699,93.35453016771184
"'2023-08-24 00:00:00",,,,,,,91.98050324165453,92.81160064614545
"'2023-08-31 00:00:00",,,,,,,91.59211662588191,92.2942409508104
"'2023-09-07 00:00:00",,,,,,,91.0194336923516,91.71312840423678
"'2023-09-14 00:00:00",,,,,,,90.42848659722746,91.06005193890466
"'2023-09-15 00:00:00",93.7,86.92500000000001,82.89,76.666,68.17500000000001,63.927
"'2023-09-21 00:00:00",,,,,,,89.95908203387206,90.51524916999533
"'2023-09-28 00:00:00",,,,,,,89.63126374885498,90.11343761493154
"'2023-10-05 00:00:00",,,,,,,89.39354866103403,90.12826748972992
"'2023-10-12 00:00:00",,,,,,,88.79236114710174,89.63866307585965
"'2023-10-15 00:00:00",90.99,85.84,80.598,74.02,64.6825,61.3
"'2023-10-19 00:00:00",,,,,,,87.90974944067956,88.3661037142124
"'2023-10-26 00:00:00",,,,,,,87.56379187722489,87.89257800670248
"'2023-11-02 00:00:00",,,,,,,88.20103940250904,87.20934225914878
"'2023-11-09 00:00:00",,,,,,,91.7064159345912,86.9751551204904
"'2023-11-15 00:00:00",97.01,85.0475,78.712,73.44,62.4975,58.709
"'2023-11-16 00:00:00",,,,,,,96.24454494763337,86.83984422075096
"'2023-11-23 00:00:00",,,,,,,95.01060570204002,86.59138918149706
"'2023-11-30 00:00:00",,,,,,,93.4908713534899,85.9335359354404
"'2023-12-07 00:00:00",,,,,,,92.02377525527679,85.24040319775811
"'2023-12-14 00:00:00",,,,,,,92.4002355296326,85.38620428261808
"'2023-12-15 00:00:00",98.3,85.64500000000001,81.50800000000001,76.45,60.4,58.132999999999996
"'2023-12-21 00:00:00",,,,,,,94.53105438224362,86.03434786328043
"'2023-12-28 00:00:00",,,,,,,94.34060756904323,87.74655837631914
"'2024-01-04 00:00:00",,,,,,,94.30863748105679,90.28337236972658
"'2024-01-11 00:00:00",,,,,,,94.64310579414136,91.79452100128817
"'2024-01-15 00:00:00",97.4,88.2,83.81,78.98,61.8,58.44
"'2024-01-18 00:00:00",,,,,,,94.21238378841797,92.63429778513479
"'2024-01-25 00:00:00",,,,,,,93.29805176032175,91.92046566431283
"'2024-02-01 00:00:00",,,,,,,93.12305923770072,91.23629329308766
"'2024-02-08 00:00:00",,,,,,,94.4760745727279,90.83566812800774
"'2024-02-15 00:00:00",99.9,89.55000000000001,86.3,82.418,64.715,59.32599999999999,97.47358252934598,90.2968285298068
"'2024-02-22 00:00:00",,,,,,,99.2033391258304,89.58817905996702
"'2024-02-29 00:00:00",,,,,,,97.02350363441205,88.87431571835602
"'2024-03-07 00:00:00",,,,,,,94.44176292556278,87.93438264323943
"'2024-03-14 00:00:00",,,,,,,93.81447483198532,86.95270737316399
"'2024-03-15 00:00:00",96.67,90.43,86.564,83.114,73.96000000000001,64.678
"'2024-03-21 00:00:00",,,,,,,93.26611289312437,86.16656790490397
"'2024-03-28 00:00:00",,,,,,,93.6172218867722,85.59110632114827
"'2024-04-04 00:00:00",,,,,,,93.9229358531424,85.33906089115372
"'2024-04-11 00:00:00",,,,,,,94.03061635457325,85.88957706445908
"'2024-04-15 00:00:00",96.3,90.1825,87.304,82.04,77.345,67.939
"'2024-04-18 00:00:00",,,,,,,93.7865010049972,86.98820541031299
"'2024-04-25 00:00:00",,,,,,,93.19817645615322,87.36354173626302
"'2024-05-02 00:00:00",,,,,,,92.59458494146415,87.0946058593928
"'2024-05-09 00:00:00",,,,,,,92.58756026392807,86.62535739998263
"'2024-05-15 00:00:00",96.3,89.795,86.874,80.56,76.485,69.06
"'2024-05-16 00:00:00",,,,,,,93.18381489319056,86.17737029791502
"'2024-05-23 00:00:00",,,,,,,95.84495006859208,85.73209940449466
"'2024-05-30 00:00:00",,,,,,,93.55680965996189,85.3289141347127
"'2024-06-06 00:00:00",,,,,,,94.63086724483405,85.38760921812529
"'2024-06-13 00:00:00",,,,,,,94.90248810956248,85.7664110516598
"'2024-06-15 00:00:00",95.6,89.2475,86.618,79.77,75.07,67.828
"'2024-06-20 00:00:00",,,,,,,95.14566683546707,85.73256771633041
"'2024-06-27 00:00:00",,,,,,,95.00223853057483,85.52304500102093
"'2024-07-04 00:00:00",,,,,,,94.90292520060918,85.28601677055904
"'2024-07-11 00:00:00",,,,,,,94.6433243396647,85.25632580017322
"'2024-07-15 00:00:00",95,88.595,86.67,80.09800000000003,73.325,66.764
"'2024-07-18 00:00:00",,,,,,,94.34082611456657,85.18089637383024
"'2024-07-25 00:00:00",,,,,,,94.1485060540232,84.79859781192222
"'2024-08-01 00:00:00",,,,,,,94.13885883020698,84.32416670152988
"'2024-08-08 00:00:00",,,,,,,93.84975432361098,83.90334168593509
"'2024-08-15 00:00:00",94.16,87.265,85.264,79.72000000000006,71.465,65.412,93.5239653898821,83.41423680468961
"'2024-08-22 00:00:00",,,,,,,92.94762962403301,82.77330522629765
"'2024-08-29 00:00:00",,,,,,,92.4577442230613,82.13989785806655
"'2024-09-05 00:00:00",,,,,,,91.882532405618,81.37910967051452
"'2024-09-12 00:00:00",,,,,,,91.26957465421415,80.55079091624899
"'2024-09-15 00:00:00",93.7,86.0675,82.476,77.63600000000002,69.14500000000001,64.036
"'2024-09-19 00:00:00",,,,,,,90.59907698859256,79.97929437270255
"'2024-09-26 00:00:00",,,,,,,90.26954156017776,79.78154189486462
"'2024-10-03 00:00:00",,,,,,,89.91022149900999,79.4971829482041
"'2024-10-10 00:00:00",,,,,,,90.2558044129961,78.76102796321193
"'2024-10-15 00:00:00",90.99,85.45,79.93599999999999,74.678,65.4,61.36
"'2024-10-17 00:00:00",,,,,,,88.39164231965468,77.49090382311051
"'2024-10-24 00:00:00",,,,,,,88.17418952392669,76.67885109993962
"'2024-10-31 00:00:00",,,,,,,87.28932992069296,76.66673743378853
"'2024-11-07 00:00:00",,,,,,,87.02464007113345,76.383658539479
"'2024-11-14 00:00:00",,,,,,,86.86407155305317,76.31363030964154
"'2024-11-15 00:00:00",97.01,84.87,78.364,73.78200000000001,62.545,58.739
"'2024-11-21 00:00:00",,,,,,,86.72470195073734,76.51294382693192
"'2024-11-28 00:00:00",,,,,,,86.1943544071578,76.17732034465253
"'2024-12-05 00:00:00",,,,,,,85.35476494804549,75.45459029895156
"'2024-12-12 00:00:00",,,,,,,85.13653163259126,74.59039885806843
"'2024-12-15 00:00:00",98.3,85.47999999999999,81.33,75,60.504999999999995,58.147999999999996
"'2024-12-19 00:00:00",,,,,,,85.93515941647097,73.9474067075992
"'2024-12-26 00:00:00",,,,,,,86.73734637030228,73.73238913341704
"'2025-01-02 00:00:00",,,,,,,89.93775823495143,73.98430968025542
"'2025-01-09 00:00:00",,,,,,,91.24793864740303,76.756434760727
"'2025-01-15 00:00:00",97.4,87.8625,83.768,79.09400000000002,62.092499999999994,58.476
"'2025-01-16 00:00:00",,,,,,,92.80323347468025,80.6892551156824
"'2025-01-23 00:00:00",,,,,,,92.17107493801113,81.65179204207065
"'2025-01-30 00:00:00",,,,,,,91.35824169511402,81.05072941129457
"'2025-02-06 00:00:00",,,,,,,90.94013288816652,80.62959218780928
"'2025-02-13 00:00:00",,,,,,,90.51674776786969,80.84651423012345
"'2025-02-15 00:00:00",99.9,89.485,86.21799999999999,82.136,64.825,59.472
"'2025-02-20 00:00:00",,,,,,,89.76738638910969,83.12731775332705
"'2025-02-27 00:00:00",,,,,,,89.11125028645074,86.33487917866846
"'2025-03-06 00:00:00",,,,,,,88.08973728954848,87.81739834667191
"'2025-03-13 00:00:00",,,,,,,87.0727825278474,88.85261726996679
"'2025-03-15 00:00:00",96.67,90.455,86.96,83.69,74.195,64.755
"'2025-03-20 00:00:00",,,,,,,86.26850378114976,89.93625963707707
"'2025-03-27 00:00:00",,,,,,,85.64702275433548,91.96954474469825
"'2025-04-03 00:00:00",,,,,,,85.34852079023565,94.35893417221513
"'2025-04-10 00:00:00",,,,,,,85.69347928844076,96.1337423672976
"'2025-04-15 00:00:00",100.9,90.51500000000001,87.478,82.632,78.375,67.99
"'2025-04-17 00:00:00",,,,,,,86.88345966305276,97.25391305759548
"'2025-04-24 00:00:00",,,,,,,87.37809062395996,99.25179379043483
"'2025-05-01 00:00:00",,,,,,,87.16488385554267,99.87611590905259
"'2025-05-08 00:00:00",,,,,,,86.68807996518257,97.73171601320514
"'2025-05-15 00:00:00",99.87,90.475,87.2,81.29,76.7,69.19,86.24309005886369,96.4542237668881
"'2025-05-22 00:00:00",,,,,,,85.7929175015626,96.09256214654165
"'2025-05-29 00:00:00",,,,,,,85.38223924240883,95.96549353511121
"'2025-06-05 00:00:00",,,,,,,85.29697526751534,95.89318618767317
"'2025-06-12 00:00:00",,,,,,,85.76100985515428,95.9829147354007
"'2025-06-15 00:00:00",96.4,89.57,86.96,79.8,75.285,67.869
"'2025-06-19 00:00:00",,,,,,,85.75105042344757,96.15837556985745
"'2025-06-26 00:00:00",,,,,,,85.56822148277519,96.30498839523271
"'2025-07-03 00:00:00",,,,,,,85.30478046477764,96.48719292012412
"'2025-07-10 00:00:00",,,,,,,85.24118371748433,96.68104279933088
"'2025-07-15 00:00:00",96.8,89.02250000000001,86.8,81.39,73.6325,66.91499999999999
"'2025-07-17 00:00:00",,,,,,,85.22622895952975,96.77489249121291
"'2025-07-24 00:00:00",,,,,,,84.86559762522191,96.69259449127911
"'2025-07-31 00:00:00",,,,,,,84.39297732059443,96.58288463856005
"'2025-08-07 00:00:00",,,,,,,83.95185879211763,96.54001849519544
"'2025-08-14 00:00:00",,,,,,,83.51255106940569,96.50383360068736
"'2025-08-15 00:00:00",96.64,88.98499999999999,85.64,81.19,71.825,65.50999999999999
"'2025-08-21 00:00:00",,,,,,,82.85585299254386,96.29721441875945
"'2025-08-28 00:00:00",,,,,,,82.24095955221897,95.96692969140749
"'2025-09-04 00:00:00",,,,,,,81.49793599363596,95.51641370542686
"'2025-09-11 00:00:00",,,,,,,80.6684620701756,94.90311252534347
"'2025-09-15 00:00:00",95.8,89.375,83.08,78.764,69.43,64.109
"'2025-09-18 00:00:00",,,,,,,80.01288794171954,94.26408541508351
"'2025-09-25 00:00:00",,,,,,,79.80267836905097,93.70467131689912
"'2025-10-02 00:00:00",,,,,,,79.56377689124614,93.41463018663164
"'2025-10-09 00:00:00",,,,,,,78.91763144108293,93.40760550909556
"'2025-10-15 00:00:00",93.5,86.555,80.77,75.19,65.9325,61.44
"'2025-10-16 00:00:00",,,,,,,77.70548430624598,93.18294071109719
"'2025-10-23 00:00:00",,,,,,,76.66342803014929,92.66895286097946
"'2025-10-30 00:00:00",,,,,,,76.69137063634838,92.1451304623112
"'2025-11-06 00:00:00",,,,,,,76.44519471469506,91.58103324576943
"'2025-11-13 00:00:00",,,,,,,76.25493522622897,91.7958010536392
"'2025-11-15 00:00:00",97.01,85.6,78.822,74,62.644999999999996,58.769
"'2025-11-20 00:00:00",,,,,,,76.52477650598159,92.79392967954358
"'2025-11-27 00:00:00",,,,,,,76.27341793334612,93.63423721680404
"'2025-12-04 00:00:00",,,,,,,75.56735978899742,94.4382974179783
"'2025-12-11 00:00:00",,,,,,,74.72811375856465,94.34213738770663
"'2025-12-15 00:00:00",98.3,85.75500000000001,81.61,75.8,60.985,58.19
"'2025-12-18 00:00:00",,,,,,,73.97812796402367,94.37697978828558
"'2025-12-25 00:00:00",,,,,,,73.7631103898415,94.73383340711847
"'2026-01-01 00:00:00",,,,,,,73.85939530326938,95.02499848579174
"'2026-01-08 00:00:00",,,,,,,75.99895597681419,94.68022731232092
"'2026-01-15 00:00:00",97.4,89.035,83.882,80.23,62.81,58.512,80.38828670924765,93.9214684760571
"'2026-01-22 00:00:00",,,,,,,81.7322167946615,93.43867019419955
"'2026-01-29 00:00:00",,,,,,,81.1438298042394,92.90938415744769
"'2026-02-05 00:00:00",,,,,,,80.6458269981149,92.63991752716365
"'2026-02-12 00:00:00",,,,,,,80.75257087587427,93.68056886775312
"'2026-02-15 00:00:00",99.9,89.735,86.39000000000001,82.468,65.15,59.666
"'2026-02-19 00:00:00",,,,,,,82.49228690406538,95.05094296149166
"'2026-02-26 00:00:00",,,,,,,86.11239983590355,95.39196764027658
"'2026-03-05 00:00:00",,,,,,,87.61986441435732,96.14772928079167
"'2026-03-12 00:00:00",,,,,,,88.77094368581396,95.96549353511121
"'2026-03-15 00:00:00",96.67,91.03,87.628,84.094,74.41,64.8
"'2026-03-19 00:00:00",,,,,,,89.68393321998106,95.2126978695558
"'2026-03-26 00:00:00",,,,,,,91.62820785802283,95.0263097589318
"'2026-04-02 00:00:00",,,,,,,94.01759728553972,95.3347399339493
"'2026-04-09 00:00:00",,,,,,,95.9972450775743,94.66873806195079
"'2026-04-15 00:00:00",100.9,91,88.428,83.09,78.5925,68.067
"'2026-04-16 00:00:00",,,,,,,97.06249839993457,94.58235013865152
"'2026-04-23 00:00:00",,,,,,,98.84105308970294,95.3128541608258
"'2026-04-30 00:00:00",,,,,,,100.2156732107522,95.9683346269147
"'2026-05-07 00:00:00",,,,,,,97.99375209569547,98.52138343062772
"'2026-05-14 00:00:00",,,,,,,96.53065225848067,100.84598972086742
"'2026-05-15 00:00:00",101.7,91.2,88.082,82.012,76.87,69.32400000000001
"'2026-05-21 00:00:00",,,,,,,96.11120095760405,98.98982014952261
"'2026-05-28 00:00:00",,,,,,,95.9829771769788,97.54791922807225
"'2026-06-04 00:00:00",,,,,,,95.89396670739939,97.10208636044901
"'2026-06-11 00:00:00",,,,,,,95.9519749334529,97.19874592334547
"'2026-06-15 00:00:00",97.3,89.855,88.078,80.09,75.47,67.899
"'2026-06-18 00:00:00",,,,,,,96.14114169430228,96.94716880518665
"'2026-06-25 00:00:00",,,,,,,96.27910636111089,96.6613424814408
"'2026-07-02 00:00:00",,,,,,,96.46096745732274,96.40233481548826
"'2026-07-09 00:00:00",,,,,,,96.65141427052313,96.19150082703871
